# --- items.txt ---
# Format: item_id,amount,buy_price,buy_damage,shop,category,sell_price,sell_damage

# == BANK ==
chiseled_polished_blackstone,16,90,0,crafters_shop,bricks_tiles,28,0
nether_brick,16,100,0,crafters_shop,bricks_tiles,30,0
netherbrick,16,30,0,crafters_shop,bricks_tiles,10,0
red_nether_bricks,16,120,0,crafters_shop,bricks_tiles,38,0
chiseled_nether_bricks,16,110,0,crafters_shop,bricks_tiles,35,0
cracked_nether_bricks,16,110,0,crafters_shop,bricks_tiles,35,0
quartz_block,16,180,0,crafters_shop,bricks_tiles,60,0
quartz_bricks,16,190,0,crafters_shop,bricks_tiles,62,0
chiseled_quartz_block,16,190,0,crafters_shop,bricks_tiles,62,0
quartz_pillar,16,190,0,crafters_shop,bricks_tiles,62,0
prismarine,16,150,0,crafters_shop,bricks_tiles,50,0
prismarine_bricks,16,160,0,crafters_shop,bricks_tiles,52,0
dark_prismarine,16,170,0,crafters_shop,bricks_tiles,55,0
purpur_block,16,100,0,crafters_shop,bricks_tiles,30,0
purpur_pillar,16,110,0,crafters_shop,bricks_tiles,35,0
end_stone_bricks,16,60,0,crafters_shop,bricks_tiles,18,0
mud_bricks,16,40,0,crafters_shop,bricks_tiles,12,0
tuff_bricks,16,50,0,crafters_shop,bricks_tiles,15,0
chiseled_tuff_bricks,16,60,0,crafters_shop,bricks_tiles,18,0
resin_bricks,16,50,0,crafters_shop,bricks_tiles,15,0
chiseled_resin_bricks,16,60,0,crafters_shop,bricks_tiles,18,0

# Category: cut_sandstone
sandstone,16,25,0,crafters_shop,cut_sandstone,8,0
chiseled_sandstone,16,30,0,crafters_shop,cut_sandstone,10,0
cut_sandstone,16,25,0,crafters_shop,cut_sandstone,8,0
smooth_sandstone,16,30,0,crafters_shop,cut_sandstone,10,0
red_sandstone,16,35,0,crafters_shop,cut_sandstone,11,0
chiseled_red_sandstone,16,40,0,crafters_shop,cut_sandstone,12,0
cut_red_sandstone,16,35,0,crafters_shop,cut_sandstone,11,0
smooth_red_sandstone,16,40,0,crafters_shop,cut_sandstone,12,0

# Category: terracotta
terracotta,16,50,0,crafters_shop,terracotta,15,0
white_terracotta,16,60,0,crafters_shop,terracotta,18,0
orange_terracotta,16,60,0,crafters_shop,terracotta,18,0
magenta_terracotta,16,60,0,crafters_shop,terracotta,18,0
light_blue_terracotta,16,60,0,crafters_shop,terracotta,18,0
yellow_terracotta,16,60,0,crafters_shop,terracotta,18,0
lime_terracotta,16,60,0,crafters_shop,terracotta,18,0
pink_terracotta,16,60,0,crafters_shop,terracotta,18,0
gray_terracotta,16,60,0,crafters_shop,terracotta,18,0
light_gray_terracotta,16,60,0,crafters_shop,terracotta,18,0
cyan_terracotta,16,60,0,crafters_shop,terracotta,18,0
purple_terracotta,16,60,0,crafters_shop,terracotta,18,0
blue_terracotta,16,60,0,crafters_shop,terracotta,18,0
brown_terracotta,16,60,0,crafters_shop,terracotta,18,0
green_terracotta,16,60,0,crafters_shop,terracotta,18,0
red_terracotta,16,60,0,crafters_shop,terracotta,18,0
black_terracotta,16,60,0,crafters_shop,terracotta,18,0

# Category: glazed_terracotta
white_glazed_terracotta,16,80,0,crafters_shop,glazed_terracotta,25,0
orange_glazed_terracotta,16,80,0,crafters_shop,glazed_terracotta,25,0
magenta_glazed_terracotta,16,80,0,crafters_shop,glazed_terracotta,25,0
light_blue_glazed_terracotta,16,80,0,crafters_shop,glazed_terracotta,25,0
yellow_glazed_terracotta,16,80,0,crafters_shop,glazed_terracotta,25,0
lime_glazed_terracotta,16,80,0,crafters_shop,glazed_terracotta,25,0
pink_glazed_terracotta,16,80,0,crafters_shop,glazed_terracotta,25,0
gray_glazed_terracotta,16,80,0,crafters_shop,glazed_terracotta,25,0
light_gray_glazed_terracotta,16,80,0,crafters_shop,glazed_terracotta,25,0
cyan_glazed_terracotta,16,80,0,crafters_shop,glazed_terracotta,25,0
purple_glazed_terracotta,16,80,0,crafters_shop,glazed_terracotta,25,0
blue_glazed_terracotta,16,80,0,crafters_shop,glazed_terracotta,25,0
brown_glazed_terracotta,16,80,0,crafters_shop,glazed_terracotta,25,0
green_glazed_terracotta,16,80,0,crafters_shop,glazed_terracotta,25,0
red_glazed_terracotta,16,80,0,crafters_shop,glazed_terracotta,25,0
black_glazed_terracotta,16,80,0,crafters_shop,glazed_terracotta,25,0
silver_glazed_terracotta,16,80,0,crafters_shop,glazed_terracotta,25,0

# Category: concrete_powder
white_concrete_powder,16,40,0,crafters_shop,concrete_powder,12,0
orange_concrete_powder,16,40,0,crafters_shop,concrete_powder,12,0
magenta_concrete_powder,16,40,0,crafters_shop,concrete_powder,12,0
light_blue_concrete_powder,16,40,0,crafters_shop,concrete_powder,12,0
yellow_concrete_powder,16,40,0,crafters_shop,concrete_powder,12,0
lime_concrete_powder,16,40,0,crafters_shop,concrete_powder,12,0
pink_concrete_powder,16,40,0,crafters_shop,concrete_powder,12,0
gray_concrete_powder,16,40,0,crafters_shop,concrete_powder,12,0
light_gray_concrete_powder,16,40,0,crafters_shop,concrete_powder,12,0
cyan_concrete_powder,16,40,0,crafters_shop,concrete_powder,12,0
purple_concrete_powder,16,40,0,crafters_shop,concrete_powder,12,0
blue_concrete_powder,16,40,0,crafters_shop,concrete_powder,12,0
brown_concrete_powder,16,40,0,crafters_shop,concrete_powder,12,0
green_concrete_powder,16,40,0,crafters_shop,concrete_powder,12,0
red_concrete_powder,16,40,0,crafters_shop,concrete_powder,12,0
black_concrete_powder,16,40,0,crafters_shop,concrete_powder,12,0

# Category: concrete
white_concrete,16,50,0,crafters_shop,concrete,15,0
orange_concrete,16,50,0,crafters_shop,concrete,15,0
magenta_concrete,16,50,0,crafters_shop,concrete,15,0
light_blue_concrete,16,50,0,crafters_shop,concrete,15,0
yellow_concrete,16,50,0,crafters_shop,concrete,15,0
lime_concrete,16,50,0,crafters_shop,concrete,15,0
pink_concrete,16,50,0,crafters_shop,concrete,15,0
gray_concrete,16,50,0,crafters_shop,concrete,15,0
light_gray_concrete,16,50,0,crafters_shop,concrete,15,0
cyan_concrete,16,50,0,crafters_shop,concrete,15,0
purple_concrete,16,50,0,crafters_shop,concrete,15,0
blue_concrete,16,50,0,crafters_shop,concrete,15,0
brown_concrete,16,50,0,crafters_shop,concrete,15,0
green_concrete,16,50,0,crafters_shop,concrete,15,0
red_concrete,16,50,0,crafters_shop,concrete,15,0
black_concrete,16,50,0,crafters_shop,concrete,15,0

# Category: glass
glass,16,40,0,crafters_shop,glass,12,0
tinted_glass,16,150,0,crafters_shop,glass,50,0
white_stained_glass,16,50,0,crafters_shop,glass,15,0
orange_stained_glass,16,50,0,crafters_shop,glass,15,0
magenta_stained_glass,16,50,0,crafters_shop,glass,15,0
light_blue_stained_glass,16,50,0,crafters_shop,glass,15,0
yellow_stained_glass,16,50,0,crafters_shop,glass,15,0
lime_stained_glass,16,50,0,crafters_shop,glass,15,0
pink_stained_glass,16,50,0,crafters_shop,glass,15,0
gray_stained_glass,16,50,0,crafters_shop,glass,15,0
light_gray_stained_glass,16,50,0,crafters_shop,glass,15,0
cyan_stained_glass,16,50,0,crafters_shop,glass,15,0
purple_stained_glass,16,50,0,crafters_shop,glass,15,0
blue_stained_glass,16,50,0,crafters_shop,glass,15,0
brown_stained_glass,16,50,0,crafters_shop,glass,15,0
green_stained_glass,16,50,0,crafters_shop,glass,15,0
red_stained_glass,16,50,0,crafters_shop,glass,15,0
black_stained_glass,16,50,0,crafters_shop,glass,15,0

# Category: glass_panes
glass_pane,16,20,0,crafters_shop,glass_panes,6,0
white_stained_glass_pane,16,25,0,crafters_shop,glass_panes,8,0
orange_stained_glass_pane,16,25,0,crafters_shop,glass_panes,8,0
magenta_stained_glass_pane,16,25,0,crafters_shop,glass_panes,8,0
light_blue_stained_glass_pane,16,25,0,crafters_shop,glass_panes,8,0
yellow_stained_glass_pane,16,25,0,crafters_shop,glass_panes,8,0
lime_stained_glass_pane,16,25,0,crafters_shop,glass_panes,8,0
pink_stained_glass_pane,16,25,0,crafters_shop,glass_panes,8,0
gray_stained_glass_pane,16,25,0,crafters_shop,glass_panes,8,0
light_gray_stained_glass_pane,16,25,0,crafters_shop,glass_panes,8,0
cyan_stained_glass_pane,16,25,0,crafters_shop,glass_panes,8,0
purple_stained_glass_pane,16,25,0,crafters_shop,glass_panes,8,0
blue_stained_glass_pane,16,25,0,crafters_shop,glass_panes,8,0
brown_stained_glass_pane,16,25,0,crafters_shop,glass_panes,8,0
green_stained_glass_pane,16,25,0,crafters_shop,glass_panes,8,0
red_stained_glass_pane,16,25,0,crafters_shop,glass_panes,8,0
black_stained_glass_pane,16,25,0,crafters_shop,glass_panes,8,0

# Category: wools
white_wool,16,40,0,crafters_shop,wools,12,0
orange_wool,16,40,0,crafters_shop,wools,12,0
magenta_wool,16,40,0,crafters_shop,wools,12,0
light_blue_wool,16,40,0,crafters_shop,wools,12,0
yellow_wool,16,40,0,crafters_shop,wools,12,0
lime_wool,16,40,0,crafters_shop,wools,12,0
pink_wool,16,40,0,crafters_shop,wools,12,0
gray_wool,16,40,0,crafters_shop,wools,12,0
light_gray_wool,16,40,0,crafters_shop,wools,12,0
cyan_wool,16,40,0,crafters_shop,wools,12,0
purple_wool,16,40,0,crafters_shop,wools,12,0
blue_wool,16,40,0,crafters_shop,wools,12,0
brown_wool,16,40,0,crafters_shop,wools,12,0
green_wool,16,40,0,crafters_shop,wools,12,0
red_wool,16,40,0,crafters_shop,wools,12,0
black_wool,16,40,0,crafters_shop,wools,12,0

# Category: carpets
white_carpet,16,20,0,crafters_shop,carpets,6,0
orange_carpet,16,20,0,crafters_shop,carpets,6,0
magenta_carpet,16,20,0,crafters_shop,carpets,6,0
light_blue_carpet,16,20,0,crafters_shop,carpets,6,0
yellow_carpet,16,20,0,crafters_shop,carpets,6,0
lime_carpet,16,20,0,crafters_shop,carpets,6,0
pink_carpet,16,20,0,crafters_shop,carpets,6,0
gray_carpet,16,20,0,crafters_shop,carpets,6,0
light_gray_carpet,16,20,0,crafters_shop,carpets,6,0
cyan_carpet,16,20,0,crafters_shop,carpets,6,0
purple_carpet,16,20,0,crafters_shop,carpets,6,0
blue_carpet,16,20,0,crafters_shop,carpets,6,0
brown_carpet,16,20,0,crafters_shop,carpets,6,0
green_carpet,16,20,0,crafters_shop,carpets,6,0
red_carpet,16,20,0,crafters_shop,carpets,6,0
black_carpet,16,20,0,crafters_shop,carpets,6,0
moss_carpet,16,40,0,crafters_shop,carpets,12,0
pale_moss_carpet,16,70,0,crafters_shop,carpets,20,0

# Category: candles
candle,16,50,0,crafters_shop,candles,15,0
white_candle,16,60,0,crafters_shop,candles,18,0
orange_candle,16,60,0,crafters_shop,candles,18,0
magenta_candle,16,60,0,crafters_shop,candles,18,0
light_blue_candle,16,60,0,crafters_shop,candles,18,0
yellow_candle,16,60,0,crafters_shop,candles,18,0
lime_candle,16,60,0,crafters_shop,candles,18,0
pink_candle,16,60,0,crafters_shop,candles,18,0
gray_candle,16,60,0,crafters_shop,candles,18,0
light_gray_candle,16,60,0,crafters_shop,candles,18,0
cyan_candle,16,60,0,crafters_shop,candles,18,0
purple_candle,16,60,0,crafters_shop,candles,18,0
blue_candle,16,60,0,crafters_shop,candles,18,0
brown_candle,16,60,0,crafters_shop,candles,18,0
green_candle,16,60,0,crafters_shop,candles,18,0
red_candle,16,60,0,crafters_shop,candles,18,0
black_candle,16,60,0,crafters_shop,candles,18,0

# Category: candle_cakes
cake,1,150,0,crafters_shop,candle_cakes,50,0
candle_cake,1,170,0,crafters_shop,candle_cakes,50,0
white_candle_cake,1,180,0,crafters_shop,candle_cakes,55,0
orange_candle_cake,1,180,0,crafters_shop,candle_cakes,55,0
magenta_candle_cake,1,180,0,crafters_shop,candle_cakes,55,0
light_blue_candle_cake,1,180,0,crafters_shop,candle_cakes,55,0
yellow_candle_cake,1,180,0,crafters_shop,candle_cakes,55,0
lime_candle_cake,1,180,0,crafters_shop,candle_cakes,55,0
pink_candle_cake,1,180,0,crafters_shop,candle_cakes,55,0
gray_candle_cake,1,180,0,crafters_shop,candle_cakes,55,0
light_gray_candle_cake,1,180,0,crafters_shop,candle_cakes,55,0
cyan_candle_cake,1,180,0,crafters_shop,candle_cakes,55,0
purple_candle_cake,1,180,0,crafters_shop,candle_cakes,55,0
blue_candle_cake,1,180,0,crafters_shop,candle_cakes,55,0
brown_candle_cake,1,180,0,crafters_shop,candle_cakes,55,0
green_candle_cake,1,180,0,crafters_shop,candle_cakes,55,0
red_candle_cake,1,180,0,crafters_shop,candle_cakes,55,0
black_candle_cake,1,180,0,crafters_shop,candle_cakes,55,0

# Category: flowers
dandelion,8,20,0,crafters_shop,flowers,6,0
poppy,8,20,0,crafters_shop,flowers,6,0
blue_orchid,8,30,0,crafters_shop,flowers,10,0
allium,8,30,0,crafters_shop,flowers,10,0
azure_bluet,8,25,0,crafters_shop,flowers,8,0
red_tulip,8,25,0,crafters_shop,flowers,8,0
orange_tulip,8,25,0,crafters_shop,flowers,8,0
white_tulip,8,25,0,crafters_shop,flowers,8,0
pink_tulip,8,25,0,crafters_shop,flowers,8,0
oxeye_daisy,8,25,0,crafters_shop,flowers,8,0
cornflower,8,40,0,crafters_shop,flowers,12,0
lily_of_the_valley,8,40,0,crafters_shop,flowers,12,0
wither_rose,1,500,0,crafters_shop,flowers,150,0
sunflower,4,30,0,crafters_shop,flowers,10,0
lilac,4,30,0,crafters_shop,flowers,10,0
rose_bush,4,30,0,crafters_shop,flowers,10,0
peony,4,30,0,crafters_shop,flowers,10,0
torchflower,1,150,0,crafters_shop,flowers,50,0
pitcher_plant,1,150,0,crafters_shop,flowers,50,0
spore_blossom,1,100,0,crafters_shop,flowers,35,0
flowering_azalea,1,50,0,crafters_shop,flowers,15,0
pink_petals,4,20,0,crafters_shop,flowers,7,0
azalea,1,40,0,crafters_shop,flowers,12,0
closed_eyeblossom,4,120,0,crafters_shop,flowers,35,0
open_eyeblossom,4,120,0,crafters_shop,flowers,35,0
pale_hanging_moss,8,100,0,crafters_shop,flowers,30,0 
small_dripleaf_block,4,50,0,crafters_shop,flowers,15,0 
big_dripleaf,1,80,0,crafters_shop,flowers,25,0 
wildflowers,8,20,0,crafters_shop,flowers,6,0 
firefly_bush,4,45,0,crafters_shop,flowers,15,0
bush,4,20,0,crafters_shop,flowers,6,0
cactus_flower,4,30,0,crafters_shop,flowers,10,0

# Category: leaves
oak_leaves,16,20,0,crafters_shop,leaves,6,0
spruce_leaves,16,20,0,crafters_shop,leaves,6,0
birch_leaves,16,20,0,crafters_shop,leaves,6,0
jungle_leaves,16,25,0,crafters_shop,leaves,8,0
acacia_leaves,16,25,0,crafters_shop,leaves,8,0
dark_oak_leaves,16,25,0,crafters_shop,leaves,8,0
mangrove_leaves,16,30,0,crafters_shop,leaves,10,0
cherry_leaves,16,30,0,crafters_shop,leaves,10,0
azalea_leaves,16,25,0,crafters_shop,leaves,8,0
azalea_leaves_flowered,16,35,0,crafters_shop,leaves,11,0
pale_oak_leaves,16,50,0,crafters_shop,leaves,15,0
leaf_litter,16,20,0,crafters_shop,leaves,6,0

# Category: vines_lichen (Climbing plants & similar)
vine,16,20,0,crafters_shop,vines_lichen,6,0
glow_lichen,8,50,0,crafters_shop,vines_lichen,15,0
cave_vines,8,35,0,crafters_shop,vines_lichen,11,0
twisting_vines,8,40,0,crafters_shop,vines_lichen,12,0
weeping_vines,8,40,0,crafters_shop,vines_lichen,12,0
hanging_roots,8,40,0,crafters_shop,vines_lichen,12,0

# Category: grasses_ferns (Ground cover plants)
fern,8,15,0,crafters_shop,grasses_ferns,5,0
large_fern,4,20,0,crafters_shop,grasses_ferns,6,0
grass,16,10,0,crafters_shop,grasses_ferns,3,0
tall_grass,8,15,0,crafters_shop,grasses_ferns,5,0
dead_bush,8,10,0,crafters_shop,grasses_ferns,3,0
nether_sprouts,8,30,0,crafters_shop,grasses_ferns,10,0
tall_dry_grass,8,15,0,crafters_shop,grasses_ferns,5,0
short_dry_grass,16,10,0,crafters_shop,grasses_ferns,3,0
seagrass,16,15,0,crafters_shop,grasses_ferns,5,0
short_grass,16,10,0,crafters_shop,grasses_ferns,3,0

# Category: water_plants (Plants that grow in or on water)
waterlily,8,30,0,crafters_shop,water_plants,10,0 # Lily Pad
kelp,16,20,0,crafters_shop,water_plants,6,0
sea_pickle,4,30,0,crafters_shop,water_plants,10,0

# Category: pots_dripstone (Miscellaneous plant-related decor)
flower_pot,1,20,0,crafters_shop,pots_dripstone,6,0
pointed_dripstone,8,80,0,crafters_shop,pots_dripstone,25,0
dripstone_block,8,70,0,crafters_shop,pots_dripstone,20,0

# Category: live_corals
tube_coral_block,1,150,0,crafters_shop,live_corals,45,0
brain_coral_block,1,150,0,crafters_shop,live_corals,45,0
bubble_coral_block,1,150,0,crafters_shop,live_corals,45,0
fire_coral_block,1,150,0,crafters_shop,live_corals,45,0
horn_coral_block,1,150,0,crafters_shop,live_corals,45,0
tube_coral,4,80,0,crafters_shop,live_corals,25,0
brain_coral,4,80,0,crafters_shop,live_corals,25,0
bubble_coral,4,80,0,crafters_shop,live_corals,25,0
fire_coral,4,80,0,crafters_shop,live_corals,25,0
horn_coral,4,80,0,crafters_shop,live_corals,25,0
tube_coral_fan,4,100,0,crafters_shop,live_corals,30,0
brain_coral_fan,4,100,0,crafters_shop,live_corals,30,0
bubble_coral_fan,4,100,0,crafters_shop,live_corals,30,0
fire_coral_fan,4,100,0,crafters_shop,live_corals,30,0
horn_coral_fan,4,100,0,crafters_shop,live_corals,30,0

# Category: dead_corals
dead_tube_coral_block,4,50,0,crafters_shop,dead_corals,15,0
dead_brain_coral_block,4,50,0,crafters_shop,dead_corals,15,0
dead_bubble_coral_block,4,50,0,crafters_shop,dead_corals,15,0
dead_fire_coral_block,4,50,0,crafters_shop,dead_corals,15,0
dead_horn_coral_block,4,50,0,crafters_shop,dead_corals,15,0
dead_tube_coral,8,30,0,crafters_shop,dead_corals,10,0
dead_brain_coral,8,30,0,crafters_shop,dead_corals,10,0
dead_bubble_coral,8,30,0,crafters_shop,dead_corals,10,0
dead_fire_coral,8,30,0,crafters_shop,dead_corals,10,0
dead_horn_coral,8,30,0,crafters_shop,dead_corals,10,0
dead_tube_coral_fan,8,40,0,crafters_shop,dead_corals,12,0
dead_brain_coral_fan,8,40,0,crafters_shop,dead_corals,12,0
dead_bubble_coral_fan,8,40,0,crafters_shop,dead_corals,12,0
dead_fire_coral_fan,8,40,0,crafters_shop,dead_corals,12,0
dead_horn_coral_fan,8,40,0,crafters_shop,dead_corals,12,0

# Category: copper_blocks (Unwaxed base, cut, and grates in all oxidation states)
copper_block,1,900,0,crafters_shop,copper_blocks,270,0
cut_copper,4,920,0,crafters_shop,copper_blocks,280,0
copper_grate,4,950,0,crafters_shop,copper_blocks,290,0
exposed_copper,1,900,0,crafters_shop,copper_blocks,270,0
exposed_cut_copper,4,920,0,crafters_shop,copper_blocks,280,0
exposed_copper_grate,4,950,0,crafters_shop,copper_blocks,290,0
weathered_copper,1,900,0,crafters_shop,copper_blocks,270,0
weathered_cut_copper,4,920,0,crafters_shop,copper_blocks,280,0
weathered_copper_grate,4,950,0,crafters_shop,copper_blocks,290,0
oxidized_copper,1,900,0,crafters_shop,copper_blocks,270,0
oxidized_cut_copper,4,920,0,crafters_shop,copper_blocks,280,0
oxidized_copper_grate,4,950,0,crafters_shop,copper_blocks,290,0

# Category: waxed_copper (Waxed base, cut, and grates in all oxidation states)
waxed_copper_block,1,910,0,crafters_shop,waxed_copper,275,0
waxed_cut_copper,4,930,0,crafters_shop,waxed_copper,285,0
waxed_copper_grate,4,960,0,crafters_shop,waxed_copper,295,0
waxed_exposed_copper,1,910,0,crafters_shop,waxed_copper,275,0
waxed_exposed_cut_copper,4,930,0,crafters_shop,waxed_copper,285,0
waxed_exposed_copper_grate,4,960,0,crafters_shop,waxed_copper,295,0
waxed_weathered_copper,1,910,0,crafters_shop,waxed_copper,275,0
waxed_weathered_cut_copper,4,930,0,crafters_shop,waxed_copper,285,0
waxed_weathered_copper_grate,4,960,0,crafters_shop,waxed_copper,295,0
waxed_oxidized_copper,1,910,0,crafters_shop,waxed_copper,275,0
waxed_oxidized_cut_copper,4,930,0,crafters_shop,waxed_copper,285,0
waxed_oxidized_copper_grate,4,960,0,crafters_shop,waxed_copper,295,0

# Category: chiseled_copper (Unwaxed and Waxed Chiseled Copper in all oxidation states)
chiseled_copper,1,1000,0,crafters_shop,chiseled_copper,300,0
waxed_chiseled_copper,1,1010,0,crafters_shop,chiseled_copper,305,0
exposed_chiseled_copper,1,1000,0,crafters_shop,chiseled_copper,300,0
waxed_exposed_chiseled_copper,1,1010,0,crafters_shop,chiseled_copper,305,0
weathered_chiseled_copper,1,1000,0,crafters_shop,chiseled_copper,300,0
waxed_weathered_chiseled_copper,1,1010,0,crafters_shop,chiseled_copper,305,0
oxidized_chiseled_copper,1,1000,0,crafters_shop,chiseled_copper,300,0
waxed_oxidized_chiseled_copper,1,1010,0,crafters_shop,chiseled_copper,305,0

# Category: copper_stairs (All variants)
cut_copper_stairs,4,700,0,crafters_shop,copper_stairs,210,0
exposed_cut_copper_stairs,4,700,0,crafters_shop,copper_stairs,210,0
weathered_cut_copper_stairs,4,700,0,crafters_shop,copper_stairs,210,0
oxidized_cut_copper_stairs,4,700,0,crafters_shop,copper_stairs,210,0
waxed_cut_copper_stairs,4,710,0,crafters_shop,copper_stairs,215,0
waxed_exposed_cut_copper_stairs,4,710,0,crafters_shop,copper_stairs,215,0
waxed_weathered_cut_copper_stairs,4,710,0,crafters_shop,copper_stairs,215,0
waxed_oxidized_cut_copper_stairs,4,710,0,crafters_shop,copper_stairs,215,0

# Category: copper_slabs (All variants, including doubles if treated as separate items)
cut_copper_slab,8,500,0,crafters_shop,copper_slabs,150,0
exposed_cut_copper_slab,8,500,0,crafters_shop,copper_slabs,150,0
weathered_cut_copper_slab,8,500,0,crafters_shop,copper_slabs,150,0
oxidized_cut_copper_slab,8,500,0,crafters_shop,copper_slabs,150,0
waxed_cut_copper_slab,8,510,0,crafters_shop,copper_slabs,155,0
waxed_exposed_cut_copper_slab,8,510,0,crafters_shop,copper_slabs,155,0
waxed_weathered_cut_copper_slab,8,510,0,crafters_shop,copper_slabs,155,0
waxed_oxidized_cut_copper_slab,8,510,0,crafters_shop,copper_slabs,155,0

# Category: special_stone
obsidian,4,200,0,crafters_shop,special_stone,60,0
crying_obsidian,1,150,0,crafters_shop,special_stone,45,0
amethyst_block,1,350,0,crafters_shop,special_stone,100,0
budding_amethyst,1,500,0,crafters_shop,special_stone,150,0
magma_block,4,80,0,crafters_shop,special_stone,25,0
bone_block,1,120,0,crafters_shop,special_stone,35,0
resin_block,16,80,0,crafters_shop,special_stone,25,0

# Category: lights
torch,32,40,0,crafters_shop,lights,12,0
soul_torch,16,60,0,crafters_shop,lights,20,0
lantern,4,150,0,crafters_shop,lights,50,0
soul_lantern,4,180,0,crafters_shop,lights,60,0
glowstone_dust,8,40,0,crafters_shop,lights,12,0
glowstone,1,150,0,crafters_shop,lights,50,0
shroomlight,1,80,0,crafters_shop,lights,25,0
sea_lantern,1,120,0,crafters_shop,lights,40,0
ochre_froglight,1,200,0,crafters_shop,lights,70,0
verdant_froglight,1,200,0,crafters_shop,lights,70,0
pearlescent_froglight,1,200,0,crafters_shop,lights,70,0
end_rod,4,250,0,crafters_shop,lights,80,0
redstone_lamp,1,100,0,crafters_shop,lights,35,0

# Copper Bulbs (All states)
copper_bulb,1,180,0,crafters_shop,copper_lights,60,0
exposed_copper_bulb,1,180,0,crafters_shop,copper_lights,60,0
weathered_copper_bulb,1,180,0,crafters_shop,copper_lights,60,0
oxidized_copper_bulb,1,180,0,crafters_shop,copper_lights,60,0
waxed_copper_bulb,1,190,0,crafters_shop,copper_lights,65,0
waxed_exposed_copper_bulb,1,190,0,crafters_shop,copper_lights,65,0
waxed_weathered_copper_bulb,1,190,0,crafters_shop,copper_lights,65,0
waxed_oxidized_copper_bulb,1,190,0,crafters_shop,copper_lights,65,0

# Category: wood_stairs
oak_stairs,16,30,0,crafters_shop,wood_stairs,9,0
spruce_stairs,16,30,0,crafters_shop,wood_stairs,9,0
birch_stairs,16,30,0,crafters_shop,wood_stairs,9,0
jungle_stairs,16,35,0,crafters_shop,wood_stairs,11,0
acacia_stairs,16,35,0,crafters_shop,wood_stairs,11,0
dark_oak_stairs,16,35,0,crafters_shop,wood_stairs,11,0
mangrove_stairs,16,40,0,crafters_shop,wood_stairs,12,0
cherry_stairs,16,40,0,crafters_shop,wood_stairs,12,0
crimson_stairs,16,45,0,crafters_shop,wood_stairs,13,0
warped_stairs,16,45,0,crafters_shop,wood_stairs,13,0
bamboo_stairs,16,35,0,crafters_shop,wood_stairs,11,0
bamboo_mosaic_stairs,16,45,0,crafters_shop,wood_stairs,13,0
pale_oak_stairs,16,70,0,crafters_shop,wood_stairs,20,0

# Category: wood_slabs
oak_slab,32,15,0,crafters_shop,wood_slabs,4,0
spruce_slab,32,15,0,crafters_shop,wood_slabs,4,0
birch_slab,32,15,0,crafters_shop,wood_slabs,4,0
jungle_slab,32,18,0,crafters_shop,wood_slabs,5,0
acacia_slab,32,18,0,crafters_shop,wood_slabs,5,0
dark_oak_slab,32,18,0,crafters_shop,wood_slabs,5,0
mangrove_slab,32,20,0,crafters_shop,wood_slabs,6,0
cherry_slab,32,20,0,crafters_shop,wood_slabs,6,0
crimson_slab,32,22,0,crafters_shop,wood_slabs,7,0
warped_slab,32,22,0,crafters_shop,wood_slabs,7,0
bamboo_slab,32,18,0,crafters_shop,wood_slabs,5,0
bamboo_mosaic_slab,32,22,0,crafters_shop,wood_slabs,7,0
pale_oak_slab,32,35,0,crafters_shop,wood_slabs,11,0

# Category: wood_fences
oak_fence,16,40,0,crafters_shop,wood_fences,12,0
spruce_fence,16,40,0,crafters_shop,wood_fences,12,0
birch_fence,16,40,0,crafters_shop,wood_fences,12,0
jungle_fence,16,50,0,crafters_shop,wood_fences,15,0
acacia_fence,16,50,0,crafters_shop,wood_fences,15,0
dark_oak_fence,16,50,0,crafters_shop,wood_fences,15,0
mangrove_fence,16,60,0,crafters_shop,wood_fences,18,0
cherry_fence,16,60,0,crafters_shop,wood_fences,18,0
crimson_fence,16,70,0,crafters_shop,wood_fences,20,0
warped_fence,16,70,0,crafters_shop,wood_fences,20,0
bamboo_fence,16,50,0,crafters_shop,wood_fences,15,0
pale_oak_fence,16,80,0,crafters_shop,wood_fences,25,0

# Category: wood_gates
oak_fence_gate,4,50,0,crafters_shop,wood_gates,15,0
spruce_fence_gate,4,50,0,crafters_shop,wood_gates,15,0
birch_fence_gate,4,50,0,crafters_shop,wood_gates,15,0
jungle_fence_gate,4,60,0,crafters_shop,wood_gates,18,0
acacia_fence_gate,4,60,0,crafters_shop,wood_gates,18,0
dark_oak_fence_gate,4,60,0,crafters_shop,wood_gates,18,0
mangrove_fence_gate,4,70,0,crafters_shop,wood_gates,20,0
cherry_fence_gate,4,70,0,crafters_shop,wood_gates,20,0
crimson_fence_gate,4,80,0,crafters_shop,wood_gates,25,0
warped_fence_gate,4,80,0,crafters_shop,wood_gates,25,0
bamboo_fence_gate,4,60,0,crafters_shop,wood_gates,18,0
pale_oak_fence_gate,4,90,0,crafters_shop,wood_gates,28,0

# Category: doors
wooden_door,3,60,0,crafters_shop,doors,18,0
spruce_door,3,60,0,crafters_shop,doors,18,0
birch_door,3,60,0,crafters_shop,doors,18,0
jungle_door,3,70,0,crafters_shop,doors,20,0
acacia_door,3,70,0,crafters_shop,doors,20,0
dark_oak_door,3,70,0,crafters_shop,doors,20,0
mangrove_door,3,80,0,crafters_shop,doors,25,0
